BuildingID,Use,BuildingName,Occupancy,LandscapeArea,ConditionedArea,RooftopArea,EnergyBase,JobsBase,OpCostEnergyBase,OpCostWaterBase,ExpenditureFoodBase,OpCostBase,FoodPercentageBase,WaterBase,CO2EnergyBase,CO2WaterBase,CO2FoodBase,CO2EmissionsBase,EnergyHighPerformance,JobsHighPerformance,OpCostEnergyHP,OpCostWaterHP,OpCostFoodHP,OpCostHP,InvestmentCostHP,WaterHighPerformance,CO2EnergyHP,CO2WaterHP,CO2FoodHP,CO2EmissionsHighPerformance,EnergyWaterEfficient,JobsWaterEfficient,OpCostEnergyWaterEfficient,OpCostWaterWaterEfficient,OpCostFoodWaterEfficient,OpCostWaterEfficient,InvestmentCostWaterEfficient,WaterWaterEfficient,CO2EnergyWaterEfficient,CO2WaterWaterEfficient,CO2FoodWaterEfficient,CO2EmissionsWaterEfficient,EnergyGreenery,JobsGreenery,OpCostEnergyGreenery,OpCostWaterGreenery,OpCostFoodGreenery,OpCostGreenery,InvestmentCostGreenery,WaterGreenery,CO2EnergyGreenery,CO2WaterGreenery,CO2FoodGreenery,CO2EmissionsGreenery,EnergyPVPanels,JobsPVPanels,OpCostEnergyPVPanels,OpCostWaterPVPanels,OpCostFoodPVPanels,OpCostPVPanels,InvestmentCostPVPanels,CO2EnergyPV,CO2WaterPV,CO2FoodPV,CO2EmissionsPVPanels,EnergyGreenhouse,JobsGreenhouse,OpCostEnergyGreenhouse,OpCostWaterGreenhouse,OpCostFoodGreenhouse,OpCostGreenhouse,InvestmentCostGreenhouse,FoodPercentageGreenhouse100,WaterGreenhouse100,CO2EnergyGreenhouse,CO2WaterGreenhouse,CO2FoodGreenhouse,CO2EmissionsGreenhouse
00b962ce-0019-45e5-984f-d5e183eb96f9,Commercial,C382_1_1,117,777.9872625,2347.1758,586.79395,594674.3718,0,118191.5314,12308.7,17331.06,147831.2977,0,1793617.859,450168.4995,52545.65,21926.62,524640.7679,-104841.6718,0.193790642,-20837.28227,0,0,-20837.28227,216611.5509,0,-79365.14555,0,0,-79365.14555,-30160.17862,0,-5994.335501,-5348.171209,0,-11342.50671,3432.744608,-779332.7809,-22831.25522,0,0,-22831.25522,1766.031086,0,284.7725126,16577.02749,0,16861.8,218517.1724,2415595.991,215.572792,0,0,215.572792,-113544.6293,0.058679395,-22566.99508,0,0,-22566.99508,11552505.89,-85953.2844,0,0,-85953.2844,81857.75603,0.198042958,13199.56316,5248.295339,0,158024.9046,423811.9304,0.116868187,841022.4288,61966.32131,0,-55540.04737,6426.273943
01537da2-f52b-46d4-a559-fad78b253530,Commercial,C345_1_1,45,420.91827,916.87245,305.62415,232915.6006,0,46291.97562,4808.12,6665.79,57765.89251,0,700637.2514,176317.1097,20525.8,8433.32,205276.2235,-42640.0006,0.104892657,-8474.700119,0,0,-8474.700119,98348.0275,0,-32278.48045,0,0,-32278.48045,-11781.40848,0,-2341.554935,-2089.145108,0,-4430.700042,1340.925958,-304429.1596,-8918.526216,0,0,-8918.526216,955.4844729,0,154.0718713,8968.750606,0,9122.822477,118225.4191,1306921.764,116.6324065,0,0,116.6324065,-59138.27303,0.030562415,-11753.73176,0,0,-11753.73176,6016975.453,-44767.67268,0,0,-44767.67268,42634.56893,0.103148151,6874.824239,2733.507736,0,82305.25749,220737.0423,0.060869306,438035.813,32274.36868,0,-28927.3258,3347.042879
02de1dd2-f8cf-40cd-9aa3-86abb24072ae,Commercial,C254_1_1,624,0,12493.42029,12493.42029,2964595.629,0,589213.3813,65516.1,92432.34,747161.8169,0,9546972.049,2244198.891,279687.14,116941.97,2640827.998,-453994.629,0.223547939,-90231.43251,0,0,-90231.43251,1785208.851,0,-343673.9342,0,0,-343673.9342,-160534.9661,0,-31906.32452,-28466.9562,0,-60373.28072,18271.62717,-4148190.339,-121524.9693,0,0,-121524.9693,0,0,0,0,0,0,0,0,0,0,0,0,-2417476.826,1.249342029,-480473.5192,0,0,-480473.5192,245964212,-1830029.957,0,0,-1830029.957,1742832.13,4.216529348,281031.681,111741.3693,0,3364505.632,9023372.804,2.488238631,17906194.63,1319323.923,0,-1182502.23,136821.6923
04474f41-5ea2-4a21-8875-90bafb42e255,Commercial,C261_1_1,35,216.54843,705.89539,705.89539,175923.5955,0,34964.81461,3701.75,5184.51,43851.07016,0,539417.0212,133174.1618,15802.71,6559.25,155536.1139,-30101.2955,0.053137384,-5982.632481,0,0,-5982.632481,110577.7374,0,-22786.68069,0,0,-22786.68069,-9070.445873,0,-1802.751117,-1608.422088,0,-3411.173205,1032.372008,-234378.4463,-6866.327526,0,0,-6866.327526,491.5649361,0,79.26484595,4614.123456,0,4693.388302,60823.04028,672367.7168,60.00348838,0,0,60.00348838,-136590.758,0.070589539,-27147.41315,0,0,-27147.41315,13897315.49,-103399.2038,0,0,-103399.2038,98472.40691,0.238239694,15878.67561,6313.540699,0,190099.185,509832.9454,0.140588897,1011724.568,74543.61203,0,-66812.99866,7730.613364
04c9ffc6-67de-4b0c-976a-e277d4a6ea71,Commercial,C163_1_1,14,515.4023775,299.47144,299.47144,80709.79987,0,16041.07272,1570.44,2073.8,19685.31783,0,228844.0956,61097.3185,6704.19,2623.7,70425.21024,-15834.83987,0.034610486,-3147.174424,0,0,-3147.174424,49804.86686,0,-11986.97378,0,0,-11986.97378,-3848.076536,0,-764.8052115,-682.362409,0,-1447.167621,437.976981,-99433.50222,-2912.993938,0,0,-2912.993938,1169.963397,0,188.6565978,10981.97849,0,11170.63508,144763.6428,1600288.304,142.8130445,0,0,142.8130445,-57947.72364,0.029947144,-11517.11007,0,0,-11517.11007,5895843.975,-43866.4268,0,0,-43866.4268,41776.26588,0.101071611,6736.422873,2678.477791,0,80648.31912,216293.2475,0.059643908,429217.4414,31624.63327,0,-28344.9718,3279.661475
051ce8b7-d08c-4beb-967e-de906f7c5cc1,Commercial,C177_1_1,106,91.096725,2129.29797,709.76599,532233.7006,0,105781.448,11166.14,15701.65,132649.2363,0,1627124.337,402900.9114,47668.07,19865.14,470434.1252,-92393.9006,0.159848602,-18363.28774,0,0,-18363.28774,208320.672,0,-69942.18275,0,0,-69942.18275,-27360.54415,0,-5437.90815,-4851.724399,0,-10289.63255,3114.098281,-706990.805,-20711.93192,0,0,-20711.93192,206.7895658,0,33.34481748,1941.050949,0,1974.395767,25586.79263,282848.9544,25.24202683,0,0,25.24202683,-137339.7191,0.070976599,-27296.26916,0,0,-27296.26916,13973517.93,-103966.1673,0,0,-103966.1673,99012.35561,0.239546022,15965.74234,6348.159413,0,191141.5461,512628.4863,0.141359781,1017272.105,74952.35319,0,-67179.35095,7773.002239
0621a0e8-8268-42fa-b1ca-f9b08f53e382,Commercial,C164_1_1,470,39.8180925,9402.80368,1175.35046,2332212.634,0,463527.261,49308.75,69620.51,582456.5273,0,7185246.46,1765484.964,210498.26,88081.29,2064064.516,-395194.634,0.548534154,-78544.93351,0,0,-78544.93351,709533.9922,0,-299162.3379,0,0,-299162.3379,-120821.8995,0,-24013.35252,-21424.81357,0,-45438.16608,13751.60038,-3122012.906,-91462.17789,0,0,-91462.17789,90.38706998,0,14.57491503,848.427276,0,863.002191,11183.90673,123632.3899,11.03321068,0,0,11.03321068,-227430.314,0.117535046,-45201.77491,0,0,-45201.77491,23139712.18,-172164.7477,0,0,-172164.7477,163961.3892,0.39668078,26438.774,10512.35505,0,316524.4705,848896.8697,0.234087412,1684571.047,124118.7716,0,-111246.921,12871.85056
06424bf6-5688-4a4c-a248-2dc4c83cb436,Commercial,C186_1_1,1811,105.6875475,36220.34129,5174.33447,8686302.659,0,1726402.653,189941.21,268261.17,2184605.028,0,27678136,6575531.113,810855.9,339394.08,7725781.094,-1371916.659,1.007059857,-272668.436,0,0,-272668.436,2525057.803,0,-1038540.911,0,0,-1038540.911,-465415.4848,0,-92501.32761,-82530.07144,0,-175031.3991,52972.24914,-12026239.92,-352319.522,0,0,-352319.522,239.9107328,0,38.68560567,2251.946098,0,2290.631704,29684.9899,328152.4369,29.28500349,0,0,29.28500349,-1001233.72,0.517433447,-198995.2018,0,0,-198995.2018,101869709.9,-757933.926,0,0,-757933.926,721819.6586,1.746337884,116393.4199,46279.33789,0,1393459.682,3737163.071,1.030540766,7416114.879,546417.4815,0,-489750.7576,56666.72395
06c77c78-d2ba-4f6a-8a06-78d2d8752f89,Commercial,C144_1_1,17,0,344.11084,344.11084,89015.01258,0,17691.73375,1804.53,2518.19,22014.45626,0,262955.7395,67384.36452,7703.53,3185.92,78273.80857,-16325.33258,0.03710045,-3244.65985,0,0,-3244.65985,56588.92658,0,-12358.27676,0,0,-12358.27676,-4421.673229,0,-878.8075543,-784.0757761,0,-1662.88333,503.2621035,-114255.1222,-3347.206635,0,0,-3347.206635,0,0,0,0,0,0,0,0,0,0,0,0,-66585.44754,0.034411084,-13233.8577,0,0,-13233.8577,6774682.162,-50405.18379,0,0,-50405.18379,48003.46218,0.116137409,7740.558277,3077.733364,0,92669.80797,248534.0542,0.068534466,493196.8614,36338.62087,0,-32570.09101,3768.529864
06c8290c-536a-4426-9f02-319f392ff5b0,Commercial,C24_1_1,33,50.684715,663.16467,663.16467,168209.9658,0,33431.7307,3477.67,4888.25,41797.64681,0,506763.9142,127334.9441,14846.1,6184.43,148365.4801,-29782.2658,0.051503968,-5919.225328,0,0,-5919.225328,104263.5721,0,-22545.17521,0,0,-22545.17521,-8521.37488,0,-1693.623257,-1511.057755,0,-3204.681012,969.8783299,-220190.5654,-6450.680784,0,0,-6450.680784,115.0543031,0,18.55250637,1079.968727,0,1098.521234,14236.06933,157372.4921,14.04424732,0,0,14.04424732,-128322.3636,0.066316467,-25504.06977,0,0,-25504.06977,13056054.44,-97140.02928,0,0,-97140.02928,92511.47147,0.223818076,14917.47477,5931.356393,0,178591.7079,478970.6829,0.132078479,950480.7633,70031.1839,0,-62768.53602,7262.647884
